date_id,rest_id,paymentType,transportMode,totalRevenue,totalTime,numberOfDeliveries
2016-11-24,6,Bancomat,bike,54.83,19.36,6
2019-05-23,15,Credit card,bike,98.16,36.81,7
2018-07-04,9,Satispay,car,108.16,22.29,8
2017-05-31,4,Satispay,car,127.11,20.57,7
2018-10-05,11,Satispay,car,55.46,16.50,7
2017-07-01,22,Credit card,car,90.27,24.89,6
2017-10-21,15,Bancomat,scooter,85.00,29.41,8
2018-05-09,2,Bancomat,scooter,109.65,27.07,5
2019-09-08,9,Satispay,car,139.69,30.40,5
2017-04-19,6,Credit card,scooter,123.41,22.36,8
2016-05-23,13,Credit card,scooter,89.02,29.34,6
2018-01-19,17,Satispay,car,51.76,20.89,8
2018-04-20,12,Satispay,scooter,85.72,40.89,5
2019-05-09,0,Bancomat,scooter,90.66,44.06,6
2017-02-07,3,Bancomat,scooter,75.00,36.16,8
2017-11-15,11,Credit card,bike,68.92,31.01,6
2016-07-03,1,Bancomat,car,70.84,27.51,5
2016-06-16,24,Satispay,scooter,55.68,37.13,7
2018-01-19,1,Credit card,car,95.94,38.41,5
2017-01-30,17,Cash,car,47.30,34.05,6
2017-02-07,11,Satispay,scooter,113.26,41.98,8
2018-07-12,0,Bancomat,car,66.65,31.06,9
2017-06-01,9,Credit card,scooter,54.82,37.68,6
2017-09-02,2,Satispay,bike,127.46,41.31,7
2017-08-02,6,Credit card,bike,102.60,18.18,7
2016-08-26,5,Cash,scooter,58.15,35.05,6
2019-09-06,15,Bancomat,scooter,87.03,27.59,5
2019-11-18,16,Cash,bike,102.56,32.08,8
2018-05-17,7,Bancomat,bike,54.12,42.86,7
2017-08-02,19,Bancomat,car,77.25,18.99,8
2017-07-08,11,Satispay,car,110.23,35.71,8
2018-06-22,12,Bancomat,car,72.12,40.56,6
2016-11-24,5,Credit card,car,61.32,30.95,5
2019-03-31,11,Credit card,car,94.49,32.42,6
2017-08-05,10,Bancomat,car,90.01,36.38,7
2017-08-05,3,Bancomat,car,77.90,33.01,9
2017-08-02,5,Satispay,bike,112.72,23.58,5
2018-11-16,2,Bancomat,bike,62.91,33.08,6
2018-01-19,23,Cash,car,96.40,19.42,8
2016-10-17,6,Bancomat,scooter,62.74,43.59,5
2016-05-21,20,Cash,bike,82.69,15.13,9
2017-10-21,0,Satispay,scooter,42.24,29.98,9
2016-08-28,5,Satispay,bike,77.20,21.58,7
2017-04-19,10,Bancomat,car,113.42,26.23,5
2019-02-20,1,Cash,scooter,107.19,27.38,6
2018-04-20,1,Bancomat,car,134.70,27.84,6
2016-08-28,7,Credit card,car,48.93,20.63,8
2018-12-10,15,Cash,bike,116.57,34.27,8
2016-01-10,0,Satispay,scooter,44.66,26.39,5
2019-03-12,0,Cash,car,101.26,17.86,8
2019-11-18,2,Cash,car,80.89,27.01,7
2016-11-24,21,Satispay,scooter,82.17,33.56,8
2017-06-16,15,Bancomat,scooter,135.80,30.15,7
2019-09-08,12,Satispay,car,46.13,32.02,5
2016-08-26,22,Cash,scooter,52.89,21.31,5
2019-07-23,7,Credit card,scooter,50.82,44.43,6
2019-11-18,0,Credit card,bike,103.14,21.33,9
2018-01-05,10,Credit card,bike,104.14,34.12,6
2016-05-23,2,Cash,scooter,59.62,30.46,8
2017-11-19,16,Satispay,scooter,131.35,19.78,9
2017-08-05,19,Cash,bike,95.19,24.96,9
2016-04-20,17,Satispay,car,66.10,34.26,6
2017-07-03,10,Satispay,bike,134.30,31.82,6
2018-07-04,7,Satispay,bike,134.80,28.55,9
2018-06-22,10,Cash,car,128.64,18.15,7
2017-07-01,16,Satispay,bike,92.21,22.41,9
2018-11-16,10,Bancomat,scooter,68.26,29.94,8
2018-07-04,20,Credit card,car,92.32,28.01,5
2018-06-22,2,Cash,bike,134.20,19.35,5
2019-05-29,6,Credit card,scooter,77.52,28.32,7
2019-02-20,10,Bancomat,bike,91.40,27.59,5
2017-05-31,24,Cash,scooter,51.81,41.22,8
2017-03-17,19,Bancomat,car,132.98,36.29,5
2017-07-03,14,Credit card,bike,108.02,28.84,9
2018-07-09,18,Credit card,bike,60.28,25.79,7
2019-05-23,13,Credit card,car,78.66,22.28,5
2019-05-06,13,Cash,scooter,136.28,22.47,6
2017-11-19,24,Satispay,car,127.74,42.66,5
2017-07-14,13,Credit card,bike,79.35,17.36,9
2018-12-15,8,Satispay,bike,49.76,37.94,5
2016-05-23,6,Credit card,bike,108.30,32.19,5
2018-06-29,10,Bancomat,scooter,45.73,23.08,5
2018-01-19,12,Cash,car,89.58,37.21,8
2017-03-27,9,Credit card,bike,78.92,22.79,6
2017-02-18,13,Satispay,car,111.79,33.11,9
2017-09-02,21,Credit card,bike,88.70,35.71,8
2016-07-03,17,Bancomat,scooter,47.40,33.68,6
2019-10-24,8,Satispay,scooter,99.63,41.19,6
2019-10-24,13,Credit card,car,132.12,29.85,6
2017-04-19,4,Credit card,bike,83.23,22.83,7
2019-08-23,19,Bancomat,car,120.72,34.33,8
2019-12-08,9,Bancomat,scooter,50.14,40.46,8
2018-04-20,19,Bancomat,bike,84.69,23.34,7
2016-11-15,9,Satispay,car,127.82,27.61,9
2019-03-05,15,Cash,car,42.69,27.01,9
2017-06-01,20,Credit card,bike,110.00,27.24,9
2019-10-24,5,Cash,scooter,123.67,34.42,9
2019-09-27,20,Bancomat,scooter,112.65,35.13,8
2019-05-29,24,Satispay,car,97.43,41.80,7
2017-05-31,14,Credit card,car,117.94,20.87,8
2019-10-24,9,Cash,scooter,118.01,23.66,5
2016-12-16,16,Satispay,bike,93.75,42.83,8
2017-05-30,13,Credit card,bike,76.36,28.44,8
2019-08-23,24,Satispay,bike,114.17,23.31,6
2019-11-18,5,Credit card,bike,114.32,26.59,8
2018-01-19,11,Cash,car,41.01,40.61,8
2017-06-16,20,Credit card,bike,87.28,23.24,5
2016-08-28,19,Credit card,scooter,130.57,30.13,7
2017-02-07,22,Bancomat,car,62.10,32.39,7
2018-05-27,3,Satispay,bike,57.94,43.05,9
2019-11-27,7,Satispay,car,71.02,34.13,7
2019-10-24,3,Satispay,bike,97.94,42.26,9
2018-05-09,0,Credit card,bike,103.33,30.37,9
2017-02-01,17,Cash,bike,125.06,38.91,7
2019-05-29,15,Bancomat,bike,126.81,37.97,9
2018-01-05,21,Cash,bike,54.35,41.85,6
2016-03-07,11,Credit card,scooter,51.25,28.82,5
2019-05-29,20,Credit card,scooter,93.38,28.99,9
2019-09-06,15,Satispay,car,137.71,35.17,6
2016-06-15,17,Satispay,scooter,108.87,34.22,8
2017-06-16,8,Credit card,bike,119.04,16.87,9
2016-04-24,2,Bancomat,bike,49.36,40.09,8
2017-07-14,4,Credit card,car,55.95,30.28,9
2017-11-15,15,Bancomat,scooter,103.66,23.95,9
2017-07-01,13,Satispay,scooter,55.07,34.12,5
2019-05-23,20,Cash,car,47.03,21.16,5
2017-11-15,0,Bancomat,scooter,55.51,37.29,6
2018-12-19,9,Cash,scooter,83.30,25.46,8
2019-09-06,24,Satispay,car,113.74,24.89,8
2017-01-15,1,Credit card,bike,43.22,30.60,8
2017-05-30,1,Credit card,car,59.38,43.35,9
2016-03-10,15,Bancomat,scooter,76.40,42.21,5
2017-11-03,0,Satispay,scooter,91.85,20.93,9
2016-12-16,20,Cash,car,86.87,23.67,9
2019-05-23,10,Credit card,scooter,128.19,33.59,9
2018-07-26,7,Credit card,bike,58.06,34.75,7
2017-01-30,9,Cash,scooter,131.54,32.38,9
2018-10-05,23,Cash,car,44.27,43.95,8
2016-05-23,4,Satispay,bike,112.66,31.39,5
2017-02-07,16,Bancomat,bike,80.76,44.36,9
2016-04-24,6,Cash,bike,50.12,27.82,7
2017-01-15,2,Bancomat,car,130.63,41.03,7
2019-09-06,18,Credit card,bike,74.48,38.26,6
2016-07-16,4,Satispay,scooter,56.56,43.13,7
2018-07-04,13,Cash,car,92.58,43.60,5
2016-08-28,2,Satispay,car,46.57,28.52,5
2018-06-22,12,Credit card,scooter,113.31,20.46,5
2017-07-08,19,Satispay,car,130.71,44.53,9
2017-10-21,6,Bancomat,bike,68.41,23.93,5
2016-05-23,23,Credit card,scooter,125.98,21.85,7
2017-01-15,16,Credit card,bike,50.17,19.30,8
2017-01-15,0,Credit card,car,77.55,35.48,6
2016-09-01,8,Bancomat,bike,94.49,21.74,6
2019-09-08,15,Credit card,scooter,74.19,29.47,6
2018-01-05,1,Satispay,bike,72.43,23.22,6
2019-05-23,19,Satispay,bike,108.65,20.86,8
2016-07-08,5,Satispay,car,61.49,32.57,5
2018-12-15,11,Credit card,scooter,51.24,43.48,7
2016-01-10,1,Satispay,scooter,103.83,17.15,5
2018-12-15,9,Satispay,scooter,74.23,39.61,5
2018-07-26,2,Cash,bike,46.46,33.50,6
2016-11-24,21,Credit card,scooter,85.61,16.42,8
2018-07-07,11,Satispay,scooter,121.53,25.33,5
2019-04-27,13,Credit card,bike,101.94,36.78,5
2016-01-10,21,Bancomat,scooter,47.57,24.90,5
2018-12-09,2,Satispay,bike,105.47,17.33,5
2017-03-27,13,Credit card,bike,116.27,36.91,6
2016-08-28,3,Bancomat,car,61.04,15.76,5
2016-08-26,12,Satispay,scooter,89.21,41.99,7
2019-03-05,21,Credit card,bike,52.84,43.97,8
2016-10-27,14,Credit card,scooter,97.80,39.92,9
2016-12-16,21,Satispay,car,139.58,34.97,7
2016-10-27,5,Satispay,bike,70.68,19.49,8
2019-05-09,16,Credit card,scooter,129.08,39.50,8
2016-06-15,15,Cash,bike,138.88,33.20,8
2016-05-23,20,Bancomat,bike,86.49,36.71,6
2017-06-16,21,Cash,scooter,58.43,35.89,8
2019-05-29,19,Satispay,bike,71.12,17.49,7
2016-05-06,6,Cash,bike,49.31,32.08,9
2019-05-23,15,Satispay,car,55.53,40.39,5
2018-12-15,1,Satispay,car,93.58,43.29,5
2018-07-09,12,Satispay,car,72.32,42.22,5
2017-08-05,15,Bancomat,bike,56.20,27.04,8
2017-02-01,4,Bancomat,car,68.89,25.71,7
2018-07-09,22,Cash,bike,84.68,43.48,5
2017-02-18,19,Credit card,scooter,109.12,39.78,9
2017-11-19,15,Credit card,bike,121.31,23.83,8
2017-04-11,14,Cash,car,89.98,26.77,8
2016-05-21,10,Cash,bike,64.04,16.19,7
2016-11-15,9,Satispay,scooter,54.63,44.93,9
2018-07-04,23,Satispay,scooter,60.84,31.53,8
2018-07-26,3,Cash,scooter,99.63,31.83,9
2016-10-17,23,Credit card,car,74.04,19.63,7
2019-03-23,16,Bancomat,bike,99.87,42.93,7
2017-06-02,23,Cash,scooter,100.10,39.85,5
2019-05-29,16,Credit card,car,123.15,42.83,6
2017-03-17,20,Satispay,bike,52.62,19.43,8
2016-11-15,2,Cash,car,137.32,41.68,8
2016-12-16,24,Bancomat,car,43.60,37.28,5
2017-11-15,13,Credit card,bike,88.57,40.92,9
2019-03-12,11,Cash,scooter,83.43,33.27,5
2017-02-18,18,Bancomat,bike,80.02,26.15,6
2018-12-09,4,Satispay,car,128.07,38.82,6
2016-05-21,7,Satispay,car,48.23,15.35,5
2018-12-15,0,Satispay,scooter,86.09,41.96,7
2017-05-31,4,Satispay,bike,119.29,26.69,8
2019-11-27,18,Cash,scooter,134.62,25.60,6
2018-10-05,23,Credit card,scooter,49.97,26.66,9
2017-09-02,2,Cash,car,46.22,43.51,5
2019-03-05,9,Cash,bike,112.81,43.51,5
2016-10-17,8,Credit card,car,138.27,27.97,9
2018-05-16,15,Bancomat,car,125.63,40.92,6
2018-07-12,0,Credit card,bike,65.92,44.08,5
2019-05-29,22,Credit card,bike,137.66,22.80,7
2019-08-23,15,Cash,car,122.51,35.06,5
2018-07-04,15,Satispay,bike,134.08,20.88,7
2018-05-16,2,Cash,car,135.31,17.58,5
2017-08-02,11,Bancomat,bike,85.71,31.85,8
2016-08-26,9,Bancomat,scooter,102.36,20.35,6
2018-06-29,11,Satispay,bike,72.18,40.44,7
2016-03-12,13,Cash,bike,52.96,27.28,6
2017-11-19,10,Cash,bike,51.06,24.43,9
2016-06-16,3,Satispay,car,129.53,27.28,5
2019-07-09,17,Cash,bike,50.68,23.16,5
2016-04-20,5,Satispay,car,107.55,24.05,6
2018-01-05,20,Bancomat,scooter,129.61,22.67,6
2016-01-10,9,Satispay,scooter,48.38,35.98,9
2017-09-02,7,Credit card,bike,99.90,27.25,9
2019-05-23,19,Credit card,scooter,116.63,31.33,6
2018-07-07,1,Credit card,car,104.75,43.60,8
2018-07-09,0,Credit card,scooter,98.60,28.01,6
2019-01-19,8,Cash,scooter,87.64,15.81,6
2016-09-01,13,Bancomat,bike,107.73,34.35,7
2016-05-23,21,Cash,bike,64.33,39.34,8
2018-05-16,23,Satispay,car,74.75,32.53,5
2018-07-09,9,Cash,bike,51.73,34.69,9
2017-08-02,3,Bancomat,bike,122.76,20.14,9
2016-04-24,13,Bancomat,bike,95.13,41.55,8
2016-03-12,24,Credit card,bike,71.04,19.82,5
2019-12-08,23,Credit card,car,80.92,18.55,5
2019-05-06,23,Satispay,bike,104.09,35.99,9
2017-08-05,14,Bancomat,scooter,105.99,26.02,5
2016-01-10,23,Credit card,scooter,133.89,22.32,9
2016-05-13,9,Credit card,car,121.93,26.86,8
2016-05-13,11,Cash,bike,103.42,42.23,9
2016-04-20,1,Satispay,car,75.08,32.66,9
2019-05-06,8,Credit card,scooter,111.49,32.00,7
2016-06-16,10,Cash,bike,117.14,42.40,6
2017-11-03,7,Satispay,bike,42.47,27.78,5
2017-11-03,0,Credit card,car,61.10,18.35,8
2016-11-01,8,Bancomat,bike,110.36,25.12,6
2019-05-09,10,Bancomat,bike,54.11,27.99,5
2017-01-15,11,Bancomat,bike,106.49,35.33,9
2017-11-19,7,Bancomat,scooter,96.11,21.81,7
2016-10-27,18,Credit card,scooter,48.88,44.58,5
2016-11-24,20,Satispay,scooter,103.55,30.52,7
2017-02-18,21,Bancomat,car,56.86,36.57,6
2019-03-05,8,Cash,car,84.89,35.39,7
2018-12-10,19,Credit card,scooter,118.68,16.91,9
2017-02-19,2,Cash,bike,131.66,34.45,8
2019-01-19,12,Bancomat,bike,71.46,38.67,6
2018-07-07,18,Credit card,car,116.82,27.70,6
2018-01-19,14,Credit card,car,74.68,22.90,5
2019-08-23,3,Bancomat,car,118.08,42.24,7
2017-05-30,16,Satispay,scooter,43.29,30.26,6
2016-11-15,23,Credit card,bike,73.45,22.46,9
2016-11-24,17,Credit card,scooter,133.06,28.96,5
2018-05-17,11,Credit card,bike,138.12,30.48,5
2019-02-20,8,Satispay,scooter,75.95,44.53,7
2017-02-01,21,Credit card,scooter,88.86,30.76,5
2018-10-05,18,Cash,car,105.59,43.92,5
2019-12-20,22,Satispay,car,50.40,26.05,8
2019-07-09,5,Credit card,bike,58.68,17.69,5
2019-01-19,17,Cash,car,104.12,27.39,6
2016-06-16,19,Satispay,car,71.18,18.52,9
2019-11-18,15,Credit card,car,55.19,29.21,9
2016-05-06,14,Cash,car,60.54,17.33,6
2019-11-18,4,Cash,bike,86.70,30.11,5
2017-03-27,20,Credit card,car,97.24,33.78,7
2017-06-02,12,Satispay,bike,52.31,35.98,5
2016-07-03,18,Bancomat,bike,102.98,26.70,5
2018-06-22,7,Satispay,bike,105.47,23.12,9
2018-01-19,13,Cash,scooter,60.48,35.24,7
2016-11-15,24,Credit card,bike,119.67,21.84,5
2017-03-27,1,Satispay,scooter,50.00,33.56,7
2016-11-24,14,Cash,scooter,104.73,36.46,8
2016-03-12,6,Credit card,bike,135.66,33.86,6
2017-01-30,20,Bancomat,scooter,46.96,37.71,5
2017-05-31,10,Credit card,bike,68.93,16.30,7
2019-05-29,6,Bancomat,scooter,57.00,39.30,8
2018-05-16,4,Cash,car,105.48,32.23,8
2016-07-03,10,Credit card,bike,86.80,32.18,7
2016-09-01,20,Credit card,bike,59.10,23.27,5
2019-05-06,12,Cash,scooter,139.32,16.87,9
2018-12-09,10,Cash,scooter,131.21,19.17,5
2016-03-07,10,Cash,car,103.65,38.57,7
2018-05-16,1,Satispay,bike,121.96,36.51,6
2017-11-15,9,Bancomat,scooter,46.33,28.85,7
2019-12-08,10,Bancomat,car,45.05,28.56,8
2016-07-03,14,Cash,scooter,85.73,38.73,5
2018-07-04,13,Satispay,car,78.43,29.42,7
2016-12-16,16,Cash,scooter,85.88,16.75,9
2019-05-23,17,Bancomat,scooter,61.90,33.91,6
2019-03-23,22,Credit card,bike,130.51,37.58,7
2018-07-26,12,Credit card,scooter,91.81,21.39,5
2017-11-03,13,Cash,car,55.35,42.37,5
2018-12-10,14,Bancomat,bike,119.99,16.67,7
2016-05-06,15,Cash,car,111.48,34.74,7
2016-08-26,21,Bancomat,scooter,89.59,25.12,5
2018-05-16,12,Credit card,bike,55.12,38.36,7
2016-10-17,4,Credit card,scooter,42.85,20.67,5
2019-05-06,9,Satispay,scooter,73.63,39.47,9
2016-07-03,15,Cash,bike,138.84,15.47,8
2017-04-11,15,Satispay,bike,82.55,41.25,7
2016-04-24,10,Cash,bike,58.38,20.10,7
2016-07-03,21,Satispay,bike,66.67,40.59,8
2019-10-24,13,Satispay,bike,61.18,28.08,5
2018-07-12,2,Cash,bike,92.51,21.42,7
2019-03-31,23,Satispay,bike,77.01,30.59,8
2017-02-18,6,Satispay,scooter,88.78,21.65,7
2017-05-30,23,Satispay,car,116.49,41.95,7
2018-05-09,4,Bancomat,scooter,121.30,16.45,8
2017-06-16,10,Satispay,scooter,68.83,42.12,6
2018-01-17,22,Cash,car,123.24,30.39,5
2016-07-08,18,Satispay,car,88.10,43.88,9
2017-03-27,4,Bancomat,bike,91.29,29.11,9
2019-08-23,15,Bancomat,car,132.63,43.98,6
2016-07-08,20,Satispay,bike,104.17,37.80,7
2016-01-10,5,Bancomat,car,76.13,33.85,9
2018-07-09,21,Credit card,car,107.25,30.91,7
2017-05-31,6,Cash,scooter,99.68,42.96,7
2017-07-01,3,Satispay,scooter,65.76,30.45,8
2017-02-07,4,Credit card,scooter,46.15,28.84,5
2017-06-01,23,Bancomat,car,70.25,38.81,5
2016-10-27,13,Cash,car,129.56,17.24,9
2019-02-20,19,Bancomat,scooter,102.42,27.02,5
2017-06-01,5,Satispay,bike,100.42,19.22,7
2017-04-11,13,Cash,bike,59.20,42.61,8
2016-11-15,7,Credit card,bike,43.83,27.21,7
2018-07-09,17,Cash,car,96.47,32.16,5
2019-10-24,21,Bancomat,bike,135.15,34.04,8
2018-12-09,21,Cash,bike,57.47,36.02,5
2019-02-20,3,Bancomat,car,48.96,17.67,8
2018-12-19,16,Credit card,scooter,80.82,19.01,9
2016-05-06,11,Cash,scooter,47.80,24.08,6
2019-10-24,20,Bancomat,bike,98.40,18.37,7
2018-06-29,6,Credit card,bike,78.62,41.87,7
2019-07-09,0,Cash,car,62.18,41.54,8
2018-11-16,19,Credit card,bike,121.34,26.56,6
2016-10-27,4,Credit card,bike,44.36,38.51,6
2016-03-10,24,Bancomat,car,136.38,27.68,8
2018-07-26,4,Satispay,car,96.99,44.95,9
2017-03-27,21,Credit card,bike,135.55,44.84,9
2016-01-29,1,Satispay,bike,120.89,28.58,5
2017-02-07,21,Bancomat,bike,68.84,38.63,9
2016-01-10,12,Cash,scooter,103.09,35.53,5
2017-09-02,6,Cash,scooter,111.77,30.82,7
2018-05-17,6,Satispay,car,86.32,35.40,5
2018-07-09,14,Bancomat,bike,119.81,31.36,6
2018-10-05,7,Satispay,scooter,118.27,36.54,5
2017-02-19,2,Credit card,scooter,130.93,36.38,6
2017-06-02,10,Satispay,car,61.30,40.44,8
2017-06-16,5,Satispay,scooter,117.69,24.43,8
2018-12-10,1,Cash,car,57.74,23.56,6
2019-11-27,2,Cash,scooter,95.85,43.27,6
2016-11-01,16,Bancomat,scooter,64.39,42.64,5
2017-04-19,8,Satispay,car,90.18,29.03,7
2018-10-05,13,Bancomat,bike,138.75,33.43,9
2016-05-06,10,Cash,scooter,64.72,15.77,6
2016-03-07,18,Cash,scooter,52.91,15.83,8
2017-11-03,10,Credit card,bike,115.18,36.08,6
2017-10-21,0,Cash,scooter,126.12,24.27,5
2018-07-26,21,Cash,bike,91.00,41.30,7
2016-06-16,0,Satispay,bike,136.75,17.35,9
2017-03-27,4,Cash,bike,114.54,20.22,8
2019-03-05,1,Cash,scooter,42.65,42.25,6
2016-08-28,13,Satispay,scooter,119.59,40.34,6
2017-08-02,21,Cash,bike,134.13,18.78,8
2017-02-19,12,Satispay,scooter,139.31,32.86,5
2019-09-08,18,Cash,scooter,43.28,32.61,8
2016-09-01,12,Cash,car,114.06,35.74,6
2017-11-03,4,Bancomat,bike,40.40,44.78,8
2016-07-08,4,Credit card,scooter,116.23,25.40,9
2018-07-26,19,Credit card,bike,86.55,40.92,8
2017-09-02,24,Cash,bike,44.43,41.91,7
2016-10-17,20,Satispay,bike,105.28,20.00,7
2017-05-31,17,Credit card,car,50.12,35.24,6
2018-04-20,5,Satispay,bike,85.64,34.80,5
2017-05-30,0,Bancomat,bike,131.17,42.07,8
2019-04-27,23,Credit card,car,111.19,31.22,9
2017-01-30,6,Credit card,car,40.18,30.16,6
2017-06-02,15,Satispay,bike,40.46,18.40,8
2019-05-23,5,Cash,bike,130.41,28.48,6
2019-03-23,10,Credit card,car,112.86,43.30,7
2017-03-17,22,Credit card,car,43.84,29.84,7
2017-02-19,6,Credit card,scooter,112.37,15.76,5
2017-06-16,9,Satispay,car,119.22,43.79,9
2018-07-12,22,Bancomat,bike,85.52,40.44,5
2019-09-06,13,Credit card,car,101.31,39.87,7
2016-04-24,15,Credit card,car,69.54,31.49,7
2018-07-26,9,Satispay,car,71.02,35.40,9
2019-03-23,22,Cash,bike,88.08,33.34,7
2016-09-01,21,Credit card,scooter,75.30,43.72,6
2019-09-06,16,Satispay,bike,107.33,44.93,7
2016-09-01,24,Cash,car,56.26,33.31,9
2016-07-08,7,Credit card,bike,133.26,25.26,9
2016-07-03,10,Satispay,bike,112.58,29.21,5
2017-06-02,8,Satispay,car,43.00,29.74,8
2019-05-29,12,Credit card,scooter,109.37,38.54,7
2016-07-16,8,Satispay,bike,75.87,23.48,6
2019-04-27,11,Bancomat,scooter,43.22,30.25,6
2018-10-05,21,Credit card,car,69.92,23.11,5
2016-05-06,19,Credit card,car,42.94,17.18,5
2018-12-15,21,Cash,scooter,94.45,41.96,9
2018-07-04,19,Cash,car,94.18,24.98,8
2019-12-20,19,Bancomat,car,101.71,23.10,9
2016-06-16,24,Bancomat,bike,132.88,44.49,7
